chapter	section	category_code	category_name_cn	subcategory_code	subcategory_name_cn	diagnosis_code	diagnosis_name_cn	chapter_code	parent_code	is_subtype	subtype_number	code_level	diagnosis_name_en	category_name_en	subcategory_name_en	english_mapping_confidence	who_icd_code	who_name_en	structural_name_en	semantic_name_en	english_mapping_type	semantic_source
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K09	口区囊肿，不可归类在他处者	K09.9	未特指的口区囊肿	K09.900	口区囊肿	K09	K09.9	FALSE		diagnosis	Cyst of oral region, unspecified	Cysts of oral region, not elsewhere classified	Cyst of oral region, unspecified	HIGH	K09.9	Cyst of oral region, unspecified	Cyst of oral region, unspecified	Cyst of oral region, unspecified	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K09	口区囊肿，不可归类在他处者	K09.9	未特指的口区囊肿	K09.900x001	口腔囊肿	K09	K09.900	TRUE	001	subtype	Cyst of oral region, unspecified	Cysts of oral region, not elsewhere classified	Cyst of oral region, unspecified	LOW	K09.9	Cyst of oral region, unspecified	Cyst of oral region, unspecified	Oral cyst	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.0	颌的发育性疾患	K10.000	颌的发育性疾患	K10	K10.0	FALSE		diagnosis	Developmental disorders of jaws	Other diseases of jaws	Developmental disorders of jaws	HIGH	K10.0	Developmental disorders of jaws	Developmental disorders of jaws	Developmental disorders of jaws	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.0	颌的发育性疾患	K10.000x002	腭隆凸	K10	K10.000	TRUE	002	subtype	Developmental disorders of jaws	Other diseases of jaws	Developmental disorders of jaws	LOW	K10.0	Developmental disorders of jaws	Developmental disorders of jaws	Torus palatinus	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.0	颌的发育性疾患	K10.000x003	颌的潜伏性骨囊肿	K10	K10.000	TRUE	003	subtype	Developmental disorders of jaws	Other diseases of jaws	Developmental disorders of jaws	LOW	K10.0	Developmental disorders of jaws	Developmental disorders of jaws	Latent bone cyst of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.0	颌的发育性疾患	K10.000x004	斯塔夫尼囊肿	K10	K10.000	TRUE	004	subtype	Developmental disorders of jaws	Other diseases of jaws	Developmental disorders of jaws	LOW	K10.0	Developmental disorders of jaws	Developmental disorders of jaws	Stafne bone cyst	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.0	颌的发育性疾患	K10.001	下颌隆凸	K10	K10.0	FALSE		diagnosis	Developmental disorders of jaws	Other diseases of jaws	Developmental disorders of jaws	MEDIUM	K10.0	Developmental disorders of jaws	Developmental disorders of jaws	Torus mandibularis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.0	颌的发育性疾患	K10.002	腭裂手术后畸形	K10	K10.0	FALSE		diagnosis	Developmental disorders of jaws	Other diseases of jaws	Developmental disorders of jaws	MEDIUM	K10.0	Developmental disorders of jaws	Developmental disorders of jaws	Deformity after cleft palate surgery	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.1	中心性巨细胞肉芽肿	K10.100	中心性巨细胞肉芽肿	K10	K10.1	FALSE		diagnosis	Giant cell granuloma, central	Other diseases of jaws	Giant cell granuloma, central	HIGH	K10.1	Giant cell granuloma, central	Giant cell granuloma, central	Giant cell granuloma, central	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.1	中心性巨细胞肉芽肿	K10.100x001	颌骨中枢性巨细胞病变	K10	K10.100	TRUE	001	subtype	Giant cell granuloma, central	Other diseases of jaws	Giant cell granuloma, central	LOW	K10.1	Giant cell granuloma, central	Giant cell granuloma, central	Central giant cell lesion of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.1	中心性巨细胞肉芽肿	K10.100x003	颌下区肉芽肿	K10	K10.100	TRUE	003	subtype	Giant cell granuloma, central	Other diseases of jaws	Giant cell granuloma, central	LOW	K10.1	Giant cell granuloma, central	Giant cell granuloma, central	Granuloma of submandibular region	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.1	中心性巨细胞肉芽肿	K10.101	颌骨巨细胞修复性肉芽肿	K10	K10.1	FALSE		diagnosis	Giant cell granuloma, central	Other diseases of jaws	Giant cell granuloma, central	MEDIUM	K10.1	Giant cell granuloma, central	Giant cell granuloma, central	Giant cell reparative granuloma of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.1	中心性巨细胞肉芽肿	K10.102	颌骨巨细胞肉芽肿	K10	K10.1	FALSE		diagnosis	Giant cell granuloma, central	Other diseases of jaws	Giant cell granuloma, central	MEDIUM	K10.1	Giant cell granuloma, central	Giant cell granuloma, central	Giant cell granuloma of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.1	中心性巨细胞肉芽肿	K10.103	颌肉芽肿	K10	K10.1	FALSE		diagnosis	Giant cell granuloma, central	Other diseases of jaws	Giant cell granuloma, central	MEDIUM	K10.1	Giant cell granuloma, central	Giant cell granuloma, central	Granuloma of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.200	颌的炎性情况	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	HIGH	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Inflammatory conditions of jaws	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.200x009	新生儿颌骨骨髓炎	K10	K10.200	TRUE	009	subtype	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	LOW	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Neonatal osteomyelitis of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.201	放射性颌骨坏死	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Osteoradionecrosis of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.202	颌骨骨髓炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Osteomyelitis of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.203	颌骨放射性骨髓炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Radiation osteomyelitis of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.204	颌骨炎性增生	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Inflammatory hyperplasia of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.205	颌骨骨炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Osteitis of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.206	颌骨死骨	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Sequestrum of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.207	化脓性颌骨髓炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Suppurative osteomyelitis of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.208	髁状突炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Condylar inflammation	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.209	慢性下颌骨边缘性骨髓炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Chronic peripheral osteomyelitis of mandible	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.210	慢性下颌骨中央性骨髓炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Chronic central osteomyelitis of mandible	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.211	慢性颌骨炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Chronic osteitis of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.212	下颌炎性窦道	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Inflammatory sinus tract of mandible	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.213	下颌骨局限坏死	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Localized necrosis of mandible	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.2	颌的炎性情况	K10.214	翼腭窝炎	K10	K10.2	FALSE		diagnosis	Inflammatory conditions of jaws	Other diseases of jaws	Inflammatory conditions of jaws	MEDIUM	K10.2	Inflammatory conditions of jaws	Inflammatory conditions of jaws	Inflammation of pterygopalatine fossa	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.3	颌的牙槽炎	K10.300	颌的牙槽炎	K10	K10.3	FALSE		diagnosis	Alveolitis of jaws	Other diseases of jaws	Alveolitis of jaws	HIGH	K10.3	Alveolitis of jaws	Alveolitis of jaws	Alveolitis of jaws	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.3	颌的牙槽炎	K10.300x003	颌骨牙槽炎	K10	K10.300	TRUE	003	subtype	Alveolitis of jaws	Other diseases of jaws	Alveolitis of jaws	LOW	K10.3	Alveolitis of jaws	Alveolitis of jaws	Alveolitis of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.3	颌的牙槽炎	K10.301	牙槽骨骨炎	K10	K10.3	FALSE		diagnosis	Alveolitis of jaws	Other diseases of jaws	Alveolitis of jaws	MEDIUM	K10.3	Alveolitis of jaws	Alveolitis of jaws	Osteitis of alveolar bone	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.3	颌的牙槽炎	K10.302	干槽症	K10	K10.3	FALSE		diagnosis	Alveolitis of jaws	Other diseases of jaws	Alveolitis of jaws	MEDIUM	K10.3	Alveolitis of jaws	Alveolitis of jaws	Dry socket	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800	颌的疾病，其他特指的	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	HIGH	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Other specified diseases of jaws	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800x002	腭血肿	K10	K10.800	TRUE	002	subtype	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	LOW	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Palatal hematoma	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800x005	颌骨纤维异常增殖症	K10	K10.800	TRUE	005	subtype	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	LOW	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Fibrous dysplasia of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800x006	颌骨骨质增生	K10	K10.800	TRUE	006	subtype	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	LOW	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Hyperostosis of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800x008	家族性巨颌症	K10	K10.800	TRUE	008	subtype	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	LOW	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Cherubism	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800x010	颌骨单侧髁突增生	K10	K10.800	TRUE	010	subtype	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	LOW	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Unilateral condylar hyperplasia of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800x011	颌骨单侧髁突发育不全	K10	K10.800	TRUE	011	subtype	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	LOW	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Unilateral condylar hypoplasia of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.800x012	髁突肥大	K10	K10.800	TRUE	012	subtype	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	LOW	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Condylar hypertrophy	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.801	单侧髁状突肥大	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	MEDIUM	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Unilateral condylar hypertrophy	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.802	髁状突骨疣	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	MEDIUM	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Condylar osteophyte	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.803	后天性腭畸形	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	MEDIUM	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Acquired deformity of palate	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.804	颌骨纤维结构发育不良	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	MEDIUM	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Fibrous dysplasia of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.805	颌外生性骨疣	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	MEDIUM	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Exostosis of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.808	上腭穿孔	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	MEDIUM	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Palatal perforation	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.8	其他特指的颌的疾病	K10.809	颌部瘤样纤维组织增生	K10	K10.8	FALSE		diagnosis	Other specified diseases of jaws	Other diseases of jaws	Other specified diseases of jaws	MEDIUM	K10.8	Other specified diseases of jaws	Other specified diseases of jaws	Tumor-like fibrous hyperplasia of jaw	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.9	未特指的颌的疾病	K10.900	颌的疾病	K10	K10.9	FALSE		diagnosis	Disease of jaws, unspecified	Other diseases of jaws	Disease of jaws, unspecified	HIGH	K10.9	Disease of jaws, unspecified	Disease of jaws, unspecified	Disease of jaws, unspecified	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.9	未特指的颌的疾病	K10.900x002	颌骨缺损	K10	K10.900	TRUE	002	subtype	Disease of jaws, unspecified	Other diseases of jaws	Disease of jaws, unspecified	LOW	K10.9	Disease of jaws, unspecified	Disease of jaws, unspecified	Defect of jaw	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K10	颌的其他疾病	K10.9	未特指的颌的疾病	K10.901	颌骨肿物	K10	K10.9	FALSE		diagnosis	Disease of jaws, unspecified	Other diseases of jaws	Disease of jaws, unspecified	MEDIUM	K10.9	Disease of jaws, unspecified	Disease of jaws, unspecified	mass of jaw	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.0	涎腺萎缩	K11.000	涎腺萎缩	K11	K11.0	FALSE		diagnosis	Atrophy of salivary gland	Diseases of salivary glands	Atrophy of salivary gland	HIGH	K11.0	Atrophy of salivary gland	Atrophy of salivary gland	Atrophy of salivary gland	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.1	涎腺增生	K11.100	涎腺增生	K11	K11.1	FALSE		diagnosis	Hypertrophy of salivary gland	Diseases of salivary glands	Hypertrophy of salivary gland	HIGH	K11.1	Hypertrophy of salivary gland	Hypertrophy of salivary gland	Hypertrophy of salivary gland	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.1	涎腺增生	K11.100x002	下颌下腺良性增生	K11	K11.100	TRUE	002	subtype	Hypertrophy of salivary gland	Diseases of salivary glands	Hypertrophy of salivary gland	LOW	K11.1	Hypertrophy of salivary gland	Hypertrophy of salivary gland	Benign hyperplasia of submandibular gland	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.1	涎腺增生	K11.100x004	唾液腺肥大	K11	K11.100	TRUE	004	subtype	Hypertrophy of salivary gland	Diseases of salivary glands	Hypertrophy of salivary gland	LOW	K11.1	Hypertrophy of salivary gland	Hypertrophy of salivary gland	Hypertrophy of salivary gland	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.1	涎腺增生	K11.101	腮腺肥大	K11	K11.1	FALSE		diagnosis	Hypertrophy of salivary gland	Diseases of salivary glands	Hypertrophy of salivary gland	MEDIUM	K11.1	Hypertrophy of salivary gland	Hypertrophy of salivary gland	Parotid hypertrophy	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.1	涎腺增生	K11.102	颌下腺肥大	K11	K11.1	FALSE		diagnosis	Hypertrophy of salivary gland	Diseases of salivary glands	Hypertrophy of salivary gland	MEDIUM	K11.1	Hypertrophy of salivary gland	Hypertrophy of salivary gland	Submandibular gland hypertrophy	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.2	涎腺炎	K11.200	涎腺炎	K11	K11.2	FALSE		diagnosis	Sialoadenitis	Diseases of salivary glands	Sialoadenitis	HIGH	K11.2	Sialoadenitis	Sialoadenitis	Sialoadenitis	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.2	涎腺炎	K11.200x009	下颌下腺炎	K11	K11.200	TRUE	009	subtype	Sialoadenitis	Diseases of salivary glands	Sialoadenitis	LOW	K11.2	Sialoadenitis	Sialoadenitis	Submandibular sialadenitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.2	涎腺炎	K11.200x011	舌下腺炎	K11	K11.200	TRUE	011	subtype	Sialoadenitis	Diseases of salivary glands	Sialoadenitis	LOW	K11.2	Sialoadenitis	Sialoadenitis	Sublingual sialadenitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.2	涎腺炎	K11.200x012	慢性唾液腺炎	K11	K11.200	TRUE	012	subtype	Sialoadenitis	Diseases of salivary glands	Sialoadenitis	LOW	K11.2	Sialoadenitis	Sialoadenitis	Chronic sialadenitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.2	涎腺炎	K11.200x014	硬化性唾液腺炎	K11	K11.200	TRUE	014	subtype	Sialoadenitis	Diseases of salivary glands	Sialoadenitis	LOW	K11.2	Sialoadenitis	Sialoadenitis	Sclerosing sialadenitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K11	涎腺疾病	K11.2	涎腺炎	K11.201	急性腮腺炎	K11	K11.2	FALSE		diagnosis	Sialoadenitis	Diseases of salivary glands	Sialoadenitis	MEDIUM	K11.2	Sialoadenitis	Sialoadenitis	Acute parotitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
